cat_code,cat_desc,category_level,dt_code,dt_desc,dt_unit,et_code,et_desc,et_unit,geo_code,geo_desc,is_adj,report,detail_code,time_series_code
7111E,7111: Performing Arts Companies - Tax-Exempt,3,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7111E_E_PQREV_US
7112T,7112: Spectator Sports,2,,,,E_PADM,Standard Error For Admissions Revenue Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PADM,7112T_E_PADM_US
7112T,7112: Spectator Sports,2,,,,E_PEOTH,Standard Error For All Other Revenue Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PEOTH,7112T_E_PEOTH_US
7112T,7112: Spectator Sports,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7112T_E_PQREV_US
7113A,"7113: Promoters Of Performing Arts, Sports, and Similar Events",2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7113A_E_PQREV_US
7113T,"7113: Promoters Of Performing Arts, Sports, and Similar Events - Taxable",3,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7113T_E_PQREV_US
7113E,"7113: Promoters Of Performing Arts, Sports, and Similar Events - Tax-Exempt",3,,,,E_PQEXP,Standard Error For Expenses Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQEXP,7113E_E_PQEXP_US
7113E,"7113: Promoters Of Performing Arts, Sports, and Similar Events - Tax-Exempt",3,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7113E_E_PQREV_US
71141T,"7114: Agents and Managers For Artists, Athletes, Entertainers and Other Public Figures",2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,71141T_E_PQREV_US
71151T,"7115: Independent Artists, Writers, and Performers",2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,71151T_E_PQREV_US
712A,"712: Museums, Historical Sites, and Similar Institutions",1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,712A_E_PQREV_US
712E,"712: Museums, Historical Sites, and Similar Institutions - Tax-Exempt",2,,,,E_PQEXP,Standard Error For Expenses Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQEXP,712E_E_PQEXP_US
712E,"712: Museums, Historical Sites, and Similar Institutions - Tax-Exempt",2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,712E_E_PQREV_US
713A,"713: Amusement, Gambling, and Recreation Industries",1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,713A_E_PQREV_US
713T,"713: Amusement, Gambling, and Recreation Industries - Taxable",1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,713T_E_PQREV_US
713E,"713: Amusement, Gambling, and Recreation Industries - Tax-Exempt",1,,,,E_PQEXP,Standard Error For Expenses Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQEXP,713E_E_PQEXP_US
713E,"713: Amusement, Gambling, and Recreation Industries - Tax-Exempt",1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,713E_E_PQREV_US
7131T,7131: Amusement Parks and Arcades,2,,,,E_PADM,Standard Error For Admissions Revenue Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PADM,7131T_E_PADM_US
7131T,7131: Amusement Parks and Arcades,2,,,,E_PEOTH,Standard Error For All Other Revenue Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PEOTH,7131T_E_PEOTH_US
7131T,7131: Amusement Parks and Arcades,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7131T_E_PQREV_US
7132T,7132: Gambling Industries,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7132T_E_PQREV_US
7139A,7139: Other Amusement and Recreation Industries,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7139A_E_PQREV_US
7139T,7139: Other Amusement and Recreation Industries - Taxable,3,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7139T_E_PQREV_US
7139E,7139: Other Amusement and Recreation Industries - Tax-Exempt,3,,,,E_PQEXP,Standard Error For Expenses Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQEXP,7139E_E_PQEXP_US
7139E,7139: Other Amusement and Recreation Industries - Tax-Exempt,3,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,7139E_E_PQREV_US
81A,81: Other Services (Except Public Administration),0,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,81A_E_PQREV_US
811T,811: Repair and Maintenance,1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,811T_E_PQREV_US
8111T,8111: Automotive Repair and Maintenance,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8111T_E_PQREV_US
8112T,8112: Electronic and Precision Equipment Repair and Maintenance,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8112T_E_PQREV_US
81131T,8113: Commercial and Industrial Machinery and Equipment (Except Automotive and Electronic) Repair and Maintenance,3,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,81131T_E_PQREV_US
8114T,8114: Personal and Household Goods Repair and Maintenance,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8114T_E_PQREV_US
812T,812: Personal and Laundry Services,1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,812T_E_PQREV_US
8121T,8121: Personal Care Services,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8121T_E_PQREV_US
8122T,8122: Death Care Services,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8122T_E_PQREV_US
8123T,8123: Drycleaning and Laundry Services,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8123T_E_PQREV_US
8129T,8129: Other Personal Services,2,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,8129T_E_PQREV_US
813E,"813: Religious, Grantmaking, Civic, Professional, and Similar Organizations - Tax-Exempt",1,,,,E_PQEXP,Standard Error For Expenses Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQEXP,813E_E_PQEXP_US
813E,"813: Religious, Grantmaking, Civic, Professional, and Similar Organizations - Tax-Exempt",1,,,,E_PQREV,Standard Error For Revenue Total Percent Change,  Percent,US,U.S. Total,0,Quarterly Services Survey,E_PQREV,813E_E_PQREV_US
484T,484: Truck Transportation,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,484T_PQREV_US
4841T,4841: General Freight Trucking,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,4841T_PQREV_US
48412T,"48412: General Freight Trucking, Long-Distance",3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,48412T_PQREV_US
4842T,4842: Specialized Freight Trucking,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,4842T_PQREV_US
492T,492: Couriers and Messengers,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,492T_PQREV_US
493T,493: Warehousing and Storage,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,493T_PQREV_US
532T,532: Rental and Leasing Services,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,532T_PQREV_US
5321T,5321: Automotive Equipment Rental and Leasing,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,5321T_PQREV_US
53211T,53211: Passenger Car Rental and Leasing,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,53211T_PQREV_US
53212T,"53212: Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,53212T_PQREV_US
5322T,5322: Consumer Goods Rental,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,5322T_PQREV_US
5323T,5323: General Rental Centers,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,5323T_PQREV_US
5324T,5324: Commercial and Industrial Machinery and Equipment Rental and Leasing,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,5324T_PQREV_US
62A,62: Health Care and Social Assistance,0,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,62A_PQEXP_US
62A,62: Health Care and Social Assistance,0,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,62A_PQREV_US
62T,62: Health Care and Social Assistance - Taxable,1,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,62T_PQEXP_US
62T,62: Health Care and Social Assistance - Taxable,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,62T_PQREV_US
62E,62:  Health Care and Social Assistance - Tax-Exempt,1,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,62E_PQEXP_US
62E,62:  Health Care and Social Assistance - Tax-Exempt,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,62E_PQREV_US
621A,621: Ambulatory Health Care Services,1,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,621A_PQEXP_US
621A,621: Ambulatory Health Care Services,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,621A_PQREV_US
621T,621: Ambulatory Health Care Services - Taxable,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,621T_PQEXP_US
621T,621: Ambulatory Health Care Services - Taxable,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,621T_PQREV_US
621E,621: Ambulatory Health Care Services - Tax-Exempt,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,621E_PQEXP_US
621E,621: Ambulatory Health Care Services - Tax-Exempt,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,621E_PQREV_US
6211T,6211: Offices Of Physicians - Taxable,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6211T_PQEXP_US
6211T,6211: Offices Of Physicians - Taxable,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6211T_PQREV_US
6212T,6212: Offices Of Dentists - Taxable,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6212T_PQEXP_US
6212T,6212: Offices Of Dentists - Taxable,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6212T_PQREV_US
6213T,6213: Offices Of Other Health Practitioners - Taxable,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6213T_PQEXP_US
6213T,6213: Offices Of Other Health Practitioners - Taxable,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6213T_PQREV_US
6214A,6214: Outpatient Care Centers,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6214A_PQEXP_US
6214A,6214: Outpatient Care Centers,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6214A_PQREV_US
6214T,6214: Outpatient Care Centers - Taxable,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6214T_PQEXP_US
6214T,6214: Outpatient Care Centers - Taxable,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6214T_PQREV_US
6214E,6214: Outpatient Care Centers - Tax-Exempt,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6214E_PQEXP_US
6214E,6214: Outpatient Care Centers - Tax-Exempt,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6214E_PQREV_US
6215T,6215: Medical and Diagnostic Laboratories - Taxable,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6215T_PQEXP_US
6215T,6215: Medical and Diagnostic Laboratories - Taxable,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6215T_PQREV_US
6216A,6216: Home Health Care Services,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6216A_PQEXP_US
6216A,6216: Home Health Care Services,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6216A_PQREV_US
6216T,6216: Home Health Care Services - Taxable,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6216T_PQEXP_US
6216T,6216: Home Health Care Services - Taxable,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6216T_PQREV_US
6216E,6216: Home Health Care Services - Tax-Exempt,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6216E_PQEXP_US
6216E,6216: Home Health Care Services - Tax-Exempt,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6216E_PQREV_US
6219A,6219: Other Ambulatory Health Care Services,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6219A_PQEXP_US
6219A,6219: Other Ambulatory Health Care Services,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6219A_PQREV_US
6219T,6219: Other Ambulatory Health Care Services - Taxable,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6219T_PQEXP_US
6219T,6219: Other Ambulatory Health Care Services - Taxable,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6219T_PQREV_US
6219E,6219: Other Ambulatory Health Care Services - Tax-Exempt,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6219E_PQEXP_US
6219E,6219: Other Ambulatory Health Care Services - Tax-Exempt,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6219E_PQREV_US
624A,624: Social Assistance,1,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,624A_PQEXP_US
624A,624: Social Assistance,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,624A_PQREV_US
624T,624: Social Assistance - Taxable,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,624T_PQEXP_US
624T,624: Social Assistance - Taxable,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,624T_PQREV_US
624E,624: Social Assistance - Tax-Exempt,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,624E_PQEXP_US
624E,624: Social Assistance - Tax-Exempt,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,624E_PQREV_US
6241A,6241: Individual and Family Services,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6241A_PQEXP_US
6241A,6241: Individual and Family Services,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6241A_PQREV_US
6242A,"6242: Community Food and Housing, and Emergency and Other Relief Services",2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6242A_PQEXP_US
6242A,"6242: Community Food and Housing, and Emergency and Other Relief Services",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6242A_PQREV_US
6243A,6243: Vocational Rehabilitation Services,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6243A_PQEXP_US
6243A,6243: Vocational Rehabilitation Services,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6243A_PQREV_US
6244A,6244: Child Day Care Services,2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6244A_PQEXP_US
6244A,6244: Child Day Care Services,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6244A_PQREV_US
6244T,6244: Child Day Care Services - Taxable,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6244T_PQEXP_US
6244T,6244: Child Day Care Services - Taxable,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6244T_PQREV_US
6244E,6244: Child Day Care Services - Tax-Exempt,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,6244E_PQEXP_US
6244E,6244: Child Day Care Services - Tax-Exempt,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,6244E_PQREV_US
71A,"71: Arts, Entertainment, and Recreation",0,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,71A_PQREV_US
71T,"71: Arts, Entertainment, and Recreation - Taxable",0,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,71T_PQREV_US
71E,"71: Arts, Entertainment, and Recreation - Tax-Exempt",0,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,71E_PQEXP_US
71E,"71: Arts, Entertainment, and Recreation - Tax-Exempt",0,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,71E_PQREV_US
711A,"711: Performing Arts, Spectator Sports, and Related Industries",1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,711A_PQREV_US
711T,"711: Performing Arts, Spectator Sports, and Related Industries - Taxable",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,711T_PQREV_US
711E,"711: Performing Arts, Spectator Sports, and Related Industries - Tax-Exempt",2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,711E_PQEXP_US
711E,"711: Performing Arts, Spectator Sports, and Related Industries - Tax-Exempt",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,711E_PQREV_US
7111A,7111: Performing Arts Companies,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7111A_PQREV_US
7111T,7111: Performing Arts Companies - Taxable,3,PADM,Total Admissions Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PADM,7111T_PADM_US
7111T,7111: Performing Arts Companies - Taxable,3,PEOTH,All Other Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PEOTH,7111T_PEOTH_US
7111T,7111: Performing Arts Companies - Taxable,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7111T_PQREV_US
7111E,7111: Performing Arts Companies - Tax-Exempt,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,7111E_PQEXP_US
7111E,7111: Performing Arts Companies - Tax-Exempt,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7111E_PQREV_US
7112T,7112: Spectator Sports,2,PADM,Total Admissions Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PADM,7112T_PADM_US
7112T,7112: Spectator Sports,2,PEOTH,All Other Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PEOTH,7112T_PEOTH_US
7112T,7112: Spectator Sports,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7112T_PQREV_US
7113A,"7113: Promoters Of Performing Arts, Sports, and Similar Events",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7113A_PQREV_US
7113T,"7113: Promoters Of Performing Arts, Sports, and Similar Events - Taxable",3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7113T_PQREV_US
7113E,"7113: Promoters Of Performing Arts, Sports, and Similar Events - Tax-Exempt",3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,7113E_PQEXP_US
7113E,"7113: Promoters Of Performing Arts, Sports, and Similar Events - Tax-Exempt",3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7113E_PQREV_US
71141T,"7114: Agents and Managers For Artists, Athletes, Entertainers and Other Public Figures",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,71141T_PQREV_US
71151T,"7115: Independent Artists, Writers, and Performers",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,71151T_PQREV_US
712A,"712: Museums, Historical Sites, and Similar Institutions",1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,712A_PQREV_US
712E,"712: Museums, Historical Sites, and Similar Institutions - Tax-Exempt",2,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,712E_PQEXP_US
712E,"712: Museums, Historical Sites, and Similar Institutions - Tax-Exempt",2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,712E_PQREV_US
713A,"713: Amusement, Gambling, and Recreation Industries",1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,713A_PQREV_US
713T,"713: Amusement, Gambling, and Recreation Industries - Taxable",1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,713T_PQREV_US
713E,"713: Amusement, Gambling, and Recreation Industries - Tax-Exempt",1,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,713E_PQEXP_US
713E,"713: Amusement, Gambling, and Recreation Industries - Tax-Exempt",1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,713E_PQREV_US
7131T,7131: Amusement Parks and Arcades,2,PADM,Total Admissions Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PADM,7131T_PADM_US
7131T,7131: Amusement Parks and Arcades,2,PEOTH,All Other Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PEOTH,7131T_PEOTH_US
7131T,7131: Amusement Parks and Arcades,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7131T_PQREV_US
7132T,7132: Gambling Industries,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7132T_PQREV_US
7139A,7139: Other Amusement and Recreation Industries,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7139A_PQREV_US
7139T,7139: Other Amusement and Recreation Industries - Taxable,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7139T_PQREV_US
7139E,7139: Other Amusement and Recreation Industries - Tax-Exempt,3,PQEXP,Total Expenses Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQEXP,7139E_PQEXP_US
7139E,7139: Other Amusement and Recreation Industries - Tax-Exempt,3,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,7139E_PQREV_US
81A,81: Other Services (Except Public Administration),0,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,81A_PQREV_US
811T,811: Repair and Maintenance,1,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,811T_PQREV_US
8111T,8111: Automotive Repair and Maintenance,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,8111T_PQREV_US
8112T,8112: Electronic and Precision Equipment Repair and Maintenance,2,PQREV,Total Revenue Percent Change,  Percent,,,,US,U.S. Total,0,Quarterly Services Survey,PQREV,8112T_PQREV_US
